Id,Fecha,Aaa,Mes_x,Día_x,Día semana,Hora,Num víctimas,Participantes,Acusado,Victima,Sexo,Edad victima,Rango etario,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Xy (caba),Coordenada x,Coordenada y,Pos x,Pos y
LC-2021-0349217,1900-01-01,2021,7,25,,,,,,,Varon,23, Entre 21- 40,,,,,,,,,,,,
LC-2021-0366911,1900-01-01,2021,7,26,,,,,,,Varon,48,Entre 41-60,,,,,,,,,,,,
LC-2021-0385552,1900-01-01,2021,8,4,,,,,,,Varon,41,Entre 41-60,,,,,,,,,,,,
LC-2021-0390438,1900-01-01,2021,8,6,,,,,,,Varon,70,Entre 61-80,,,,,,,,,,,,
LC-2021-0391512,1900-01-01,2021,8,7,,,,,,,Mujer,81,Más de 80,,,,,,,,,,,,
LC-2021-0396895,1900-01-01,2021,8,11,,,,,,,Varon,36, Entre 21- 40,,,,,,,,,,,,
LC-2021-0398354,1900-01-01,2021,8,11,,,,,,,Mujer,85,Más de 80,,,,,,,,,,,,
LC-2021-0413321,1900-01-01,2021,8,20,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2021-0416669,1900-01-01,2021,8,23,,,,,,,Varon,24, Entre 21- 40,,,,,,,,,,,,
LC-2021-0419400,1900-01-01,2021,8,24,,,,,,,Varon,35, Entre 21- 40,,,,,,,,,,,,
LC-2021-0423769,1900-01-01,2021,8,26,,,,,,,Varon,25, Entre 21- 40,,,,,,,,,,,,
LC-2021-0434879,1900-01-01,2021,9,2,,,,,,,Varon,59,Entre 41-60,,,,,,,,,,,,
LC-2021-0434879,1900-01-01,2021,9,2,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2021-0455300,1900-01-01,2021,9,13,,,,,,,Mujer,23, Entre 21- 40,,,,,,,,,,,,
LC-2021-0458165,1900-01-01,2021,9,15,,,,,,,Varon,66,Entre 61-80,,,,,,,,,,,,
LC-2021-0458165,1900-01-01,2021,9,15,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2021-0476434,1900-01-01,2021,9,25,,,,,,,Varon,47,Entre 41-60,,,,,,,,,,,,
LC-2021-0490923,1900-01-01,2021,10,2,,,,,,,Mujer,55,Entre 41-60,,,,,,,,,,,,
LC-2021-0496116,1900-01-01,2021,10,5,,,,,,,Mujer,35, Entre 21- 40,,,,,,,,,,,,
LC-2021-0496116,1900-01-01,2021,10,5,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2021-0497193,1900-01-01,2021,10,6,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0505761,1900-01-01,2021,10,12,,,,,,,Mujer,28, Entre 21- 40,,,,,,,,,,,,
LC-2021-0508335,1900-01-01,2021,10,13,,,,,,,Mujer,81,Más de 80,,,,,,,,,,,,
LC-2021-0508375,1900-01-01,2021,10,13,,,,,,,Mujer,69,Entre 61-80,,,,,,,,,,,,
LC-2021-0510540,1900-01-01,2021,10,14,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0516430,1900-01-01,2021,10,18,,,,,,,Mujer,38, Entre 21- 40,,,,,,,,,,,,
LC-2021-0522131,1900-01-01,2021,10,20,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2021-0528915,1900-01-01,2021,10,24,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2021-0540320,1900-01-01,2021,10,27,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2021-0552311,1900-01-01,2021,11,5,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0552311,1900-01-01,2021,11,5,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0552311,1900-01-01,2021,11,5,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0552311,1900-01-01,2021,11,5,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0552311,1900-01-01,2021,11,5,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0552311,1900-01-01,2021,11,5,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0552311,1900-01-01,2021,11,5,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0552311,1900-01-01,2021,11,5,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0558740,1900-01-01,2021,11,9,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0577042,1900-01-01,2021,11,18,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2021-0581698,1900-01-01,2021,11,21,,,,,,,Varon,25, Entre 21- 40,,,,,,,,,,,,
LC-2021-0592396,1900-01-01,2021,11,27,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2021-0592531,1900-01-01,2021,11,28,,,,,,,Mujer,17,Menos de 20,,,,,,,,,,,,
LC-2021-0592674,1900-01-01,2021,11,28,,,,,,,Varon,22, Entre 21- 40,,,,,,,,,,,,
LC-2021-0595343,1900-01-01,2021,11,27,,,,,,,Varon,43,Entre 41-60,,,,,,,,,,,,
LC-2021-0596629,1900-01-01,2021,10,29,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2021-0597482,1900-01-01,2021,11,30,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0599884,1900-01-01,2021,12,2,,,,,,,Mujer,51,Entre 41-60,,,,,,,,,,,,
LC-2021-0599884,1900-01-01,2021,12,2,,,,,,,Varon,45,Entre 41-60,,,,,,,,,,,,
LC-2021-0608115,1900-01-01,2021,12,6,,,,,,,Varon,18,Menos de 20,,,,,,,,,,,,
LC-2021-0616493,1900-01-01,2021,12,10,,,,,,,Mujer,30, Entre 21- 40,,,,,,,,,,,,
LC-2021-0617481,1900-01-01,2021,12,12,,,,,,,Mujer,57,Entre 41-60,,,,,,,,,,,,
LC-2021-0625205,1900-01-01,2021,12,15,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2021-0627772,1900-01-01,2021,12,17,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2021-0628102,1900-01-01,2021,12,17,,,,,,,Varon,65,Entre 61-80,,,,,,,,,,,,
LC-2021-0628102,1900-01-01,2021,12,17,,,,,,,Mujer,59,Entre 41-60,,,,,,,,,,,,
LC-2021-0636240,1900-01-01,2021,12,21,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2021-0639716,1900-01-01,2021,12,21,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2021-0647410,1900-01-01,2021,12,28,,,,,,,Varon,52,Entre 41-60,,,,,,,,,,,,
LC-2021-0652921,1900-01-01,2021,12,31,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2021-0083006,1900-01-01,2021,2,24,,,,,,,Varon,51,Entre 41-60,,,,,,,,,,,,
LC-2021-0161044,1900-01-01,2021,4,7,,,,,,,Mujer,29, Entre 21- 40,,,,,,,,,,,,
LC-2021-0198494,1900-01-01,2021,4,30,,,,,,,Varon,52,Entre 41-60,,,,,,,,,,,,
LC-2021-0208444,1900-01-01,2021,5,6,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0236593,1900-01-01,2021,5,26,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0248800,1900-01-01,2021,6,2,,,,,,,Varon,52,Entre 41-60,,,,,,,,,,,,
LC-2021-0250022,1900-01-01,2021,6,4,,,,,,,Varon,39, Entre 21- 40,,,,,,,,,,,,
LC-2021-0256808,1900-01-01,2021,6,7,,,,,,,Mujer,44,Entre 41-60,,,,,,,,,,,,
LC-2021-0269687,1900-01-01,2021,6,6,,,,,,,Mujer,51,Entre 41-60,,,,,,,,,,,,
LC-2021-0297852,1900-01-01,2021,6,2,,,,,,,Mujer,65,Entre 61-80,,,,,,,,,,,,
LC-2021-0302991,1900-01-01,2021,6,18,,,,,,,Mujer,20, Entre 21- 40,,,,,,,,,,,,
LC-2021-0327439,1900-01-01,2021,7,12,,,,,,,Mujer,59,Entre 41-60,,,,,,,,,,,,
LC-2021-0343117,1900-01-01,2021,7,20,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2021-0374548,1900-01-01,2021,7,26,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0396971,1900-01-01,2021,8,10,,,,,,,Mujer,46,Entre 41-60,,,,,,,,,,,,
LC-2021-0403696,1900-01-01,2021,8,15,,,,,,,Varon,58,Entre 41-60,,,,,,,,,,,,
LC-2021-0417909,1900-01-01,2021,8,21,,,,,,,Varon,18,Menos de 20,,,,,,,,,,,,
LC-2021-0489475,1900-01-01,2021,9,29,,,,,,,Mujer,51,Entre 41-60,,,,,,,,,,,,
LC-2021-0491854,1900-01-01,2021,10,2,,,,,,,Varon,37, Entre 21- 40,,,,,,,,,,,,
LC-2021-0501166,1900-01-01,2021,10,8,,,,,,,Mujer,61,Entre 61-80,,,,,,,,,,,,
LC-2021-0517107,1900-01-01,2021,10,18,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2021-0535865,1900-01-01,2021,10,27,,,,,,,Varon,78,Entre 61-80,,,,,,,,,,,,
LC-2021-0624830,1900-01-01,2021,12,15,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2021-0631828,1900-01-01,2021,12,19,,,,,,,Mujer,34, Entre 21- 40,,,,,,,,,,,,
LC-2021-0638845,1900-01-01,2021,12,22,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2021-0643922,1900-01-01,2021,12,21,,,,,,,Mujer,68,Entre 61-80,,,,,,,,,,,,
LC-2021-0649245,1900-01-01,2021,12,29,,,,,,,Mujer,33, Entre 21- 40,,,,,,,,,,,,
LC-2021-0064842,1900-01-01,2021,2,11,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2021-0070321,1900-01-01,2021,2,17,,,,,,,Mujer,29, Entre 21- 40,,,,,,,,,,,,
LC-2021-0087642,1900-01-01,2021,2,26,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2021-0092782,1900-01-01,2021,3,1,,,,,,,Varon,32, Entre 21- 40,,,,,,,,,,,,
LC-2021-0100939,1900-01-01,2021,3,5,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2021-0189570,1900-01-01,2021,4,24,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2021-0208069,1900-01-01,2021,5,5,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0210119,1900-01-01,2021,5,7,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0219052,1900-01-01,2021,5,13,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0221715,1900-01-01,2021,5,15,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0232863,1900-01-01,2021,5,22,,,,,,,Varon,43,Entre 41-60,,,,,,,,,,,,
LC-2021-0235635,1900-01-01,2021,5,26,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0247218,1900-01-01,2021,6,2,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2021-0274648,1900-01-01,2021,6,18,,,,,,,Mujer,43,Entre 41-60,,,,,,,,,,,,
LC-2021-0306628,1900-01-01,2021,6,29,,,,,,,Varon,48,Entre 41-60,,,,,,,,,,,,
LC-2021-0313284,1900-01-01,2021,7,3,,,,,,,Mujer,34, Entre 21- 40,,,,,,,,,,,,
LC-2021-0322299,1900-01-01,2021,7,8,,,,,,,Varon,62,Entre 61-80,,,,,,,,,,,,
LC-2021-0332492,1900-01-01,2021,7,14,,,,,,,Varon,53,Entre 41-60,,,,,,,,,,,,
LC-2021-0336046,1900-01-01,2021,7,16,,,,,,,Mujer,16,Menos de 20,,,,,,,,,,,,
LC-2021-0349315,1900-01-01,2021,7,25,,,,,,,Varon,22, Entre 21- 40,,,,,,,,,,,,
LC-2021-0367781,1900-01-01,2021,7,27,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2021-0369295,1900-01-01,2021,7,27,,,,,,,Varon,6,Menos de 20,,,,,,,,,,,,
LC-2021-0376822,1900-01-01,2021,7,28,,,,,,,Varon,52,Entre 41-60,,,,,,,,,,,,
LC-2021-0392924,1900-01-01,2021,8,9,,,,,,,Varon,74,Entre 61-80,,,,,,,,,,,,
LC-2021-0409653,1900-01-01,2021,8,18,,,,,,,Mujer,29, Entre 21- 40,,,,,,,,,,,,
LC-2021-0424538,1900-01-01,2021,6,16,,,,,,,Varon,48,Entre 41-60,,,,,,,,,,,,
LC-2021-0426393,1900-01-01,2021,8,28,,,,,,,Mujer,19,Menos de 20,,,,,,,,,,,,
LC-2021-0438237,1900-01-01,2021,9,3,,,,,,,Varon,57,Entre 41-60,,,,,,,,,,,,
LC-2021-0439323,1900-01-01,2021,9,4,,,,,,,Varon,57,Entre 41-60,,,,,,,,,,,,
LC-2021-0449622,1900-01-01,2021,9,10,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2021-0451472,1900-01-01,2021,9,11,,,,,,,Mujer,20, Entre 21- 40,,,,,,,,,,,,
LC-2021-0452544,1900-01-01,2021,9,12,,,,,,,Mujer,19,Menos de 20,,,,,,,,,,,,
LC-2021-0472074,1900-01-01,2021,9,15,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2021-0524490,1900-01-01,2021,10,22,,,,,,,Varon,48,Entre 41-60,,,,,,,,,,,,
LC-2021-0546552,1900-01-01,2021,11,2,,,,,,,Mujer,53,Entre 41-60,,,,,,,,,,,,
LC-2021-0553351,1900-01-01,2021,11,5,,,,,,,Varon,21, Entre 21- 40,,,,,,,,,,,,
LC-2021-0553351,1900-01-01,2021,11,5,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2021-0599539,1900-01-01,2021,12,1,,,,,,,Mujer,2,Menos de 20,,,,,,,,,,,,
LC-2021-0626993,1900-01-01,2021,12,16,,,,,,,Varon,82,Más de 80,,,,,,,,,,,,
LC-2021-0635655,1900-01-01,2021,12,18,,,,,,,Varon,52,Entre 41-60,,,,,,,,,,,,
LC-2021-0635655,1900-01-01,2021,12,18,,,,,,,Mujer,53,Entre 41-60,,,,,,,,,,,,
LC-2021-0022798,1900-01-01,2021,1,7,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0022798,1900-01-01,2021,1,7,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0023515,1900-01-01,2021,1,17,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2021-0023515,1900-01-01,2021,1,17,,,,,,,Mujer,36, Entre 21- 40,,,,,,,,,,,,
LC-2021-0026019,1900-01-01,2021,1,18,,,,,,,Mujer,81,Más de 80,,,,,,,,,,,,
LC-2021-0030990,1900-01-01,2021,1,19,,,,,,,Mujer,50,Entre 41-60,,,,,,,,,,,,
LC-2021-0033209,1900-01-01,2021,1,22,,,,,,,Mujer,34, Entre 21- 40,,,,,,,,,,,,
LC-2021-0033371,1900-01-01,2021,1,23,,,,,,,Varon,24, Entre 21- 40,,,,,,,,,,,,
LC-2021-0033371,1900-01-01,2021,1,23,,,,,,,Mujer,22, Entre 21- 40,,,,,,,,,,,,
LC-2021-0037956,1900-01-01,2021,1,26,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0043670,1900-01-01,2021,1,29,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2021-0082777,1900-01-01,2021,2,19,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2021-0084877,1900-01-01,2021,2,23,,,,,,,Mujer,52,Entre 41-60,,,,,,,,,,,,
LC-2021-0085683,1900-01-01,2021,2,25,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0085683,1900-01-01,2021,2,25,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0108616,1900-01-01,2021,3,10,,,,,,,Varon,65,Entre 61-80,,,,,,,,,,,,
LC-2021-0109256,1900-01-01,2021,3,10,,,,,,,Varon,21, Entre 21- 40,,,,,,,,,,,,
LC-2021-0130272,1900-01-01,2021,3,22,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2021-0165417,1900-01-01,2021,4,9,,,,,,,Varon,64,Entre 61-80,,,,,,,,,,,,
LC-2021-0169924,1900-01-01,2021,4,12,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0169924,1900-01-01,2021,4,12,,,,,,,Mujer,21, Entre 21- 40,,,,,,,,,,,,
LC-2021-0171160,1900-01-01,2021,1,19,,,,,,,Varon,50,Entre 41-60,,,,,,,,,,,,
LC-2021-0173598,1900-01-01,2021,4,13,,,,,,,Varon,18,Menos de 20,,,,,,,,,,,,
LC-2021-0173635,1900-01-01,2021,4,14,,,,,,,Varon,20, Entre 21- 40,,,,,,,,,,,,
LC-2021-0180998,1900-01-01,2021,4,19,,,,,,,Varon,18,Menos de 20,,,,,,,,,,,,
LC-2021-0190253,1900-01-01,2021,4,25,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2021-0196663,1900-01-01,2021,4,21,,,,,,,Mujer,45,Entre 41-60,,,,,,,,,,,,
LC-2021-0212038,1900-01-01,2021,5,8,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0240021,1900-01-01,2021,5,28,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0250279,1900-01-01,2021,5,18,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2021-0262049,1900-01-01,2021,6,12,,,,,,,Varon,43,Entre 41-60,,,,,,,,,,,,
LC-2021-0262556,1900-01-01,2021,6,12,,,,,,,Varon,64,Entre 61-80,,,,,,,,,,,,
LC-2021-0277722,1900-01-01,2021,6,20,,,,,,,Varon,32, Entre 21- 40,,,,,,,,,,,,
LC-2021-0300472,1900-01-01,2021,6,24,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2021-0300587,1900-01-01,2021,6,24,,,,,,,Mujer,66,Entre 61-80,,,,,,,,,,,,
LC-2021-0302283,1900-01-01,2021,6,26,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2021-0305843,1900-01-01,2021,6,29,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2021-0337412,1900-01-01,2021,7,17,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2021-0337412,1900-01-01,2021,7,17,,,,,,,Varon,25, Entre 21- 40,,,,,,,,,,,,
LC-2021-0388399,1900-01-01,2021,8,5,,,,,,,Mujer,25, Entre 21- 40,,,,,,,,,,,,
LC-2021-0390672,1900-01-01,2021,8,4,,,,,,,Varon,36, Entre 21- 40,,,,,,,,,,,,
LC-2021-0398278,1900-01-01,2021,8,11,,,,,,,Varon,32, Entre 21- 40,,,,,,,,,,,,
LC-2021-0402805,1900-01-01,2021,8,12,,,,,,,Mujer,42,Entre 41-60,,,,,,,,,,,,
LC-2021-0405248,1900-01-01,2021,8,16,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0406673,1900-01-01,2021,8,17,,,,,,,Varon,24, Entre 21- 40,,,,,,,,,,,,
LC-2021-0406673,1900-01-01,2021,8,17,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0409453,1900-01-01,2021,8,18,,,,,,,Varon,25, Entre 21- 40,,,,,,,,,,,,
LC-2021-0429588,1900-01-01,2021,8,18,,,,,,,Mujer,46,Entre 41-60,,,,,,,,,,,,
LC-2021-0430344,1900-01-01,2021,8,19,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2021-0435087,1900-01-01,2021,5,15,,,,,,,Varon,36, Entre 21- 40,,,,,,,,,,,,
LC-2021-0451327,1900-01-01,2021,9,9,,,,,,,Varon,42,Entre 41-60,,,,,,,,,,,,
LC-2021-0480272,1900-01-01,2021,9,27,,,,,,,Varon,47,Entre 41-60,,,,,,,,,,,,
LC-2021-0484408,1900-01-01,2021,9,29,,,,,,,Varon,20, Entre 21- 40,,,,,,,,,,,,
LC-2021-0484408,1900-01-01,2021,9,29,,,,,,,Varon,18,Menos de 20,,,,,,,,,,,,
LC-2021-0492341,1900-01-01,2021,10,4,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2021-0492341,1900-01-01,2021,10,4,,,,,,,Mujer,46,Entre 41-60,,,,,,,,,,,,
LC-2021-0497698,1900-01-01,2021,10,6,,,,,,,Mujer,25, Entre 21- 40,,,,,,,,,,,,
LC-2021-0497698,1900-01-01,2021,10,6,,,,,,,Mujer,24, Entre 21- 40,,,,,,,,,,,,
LC-2021-0498900,1900-01-01,2021,10,7,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0500168,1900-01-01,2021,10,8,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2021-0500168,1900-01-01,2021,10,8,,,,,,,Mujer,27, Entre 21- 40,,,,,,,,,,,,
LC-2021-0500168,1900-01-01,2021,10,8,,,,,,,Mujer,25, Entre 21- 40,,,,,,,,,,,,
LC-2021-0522827,1900-01-01,2021,10,21,,,,,,,Mujer,35, Entre 21- 40,,,,,,,,,,,,
LC-2021-0522827,1900-01-01,2021,10,21,,,,,,,Varon,8,Menos de 20,,,,,,,,,,,,
LC-2021-0532383,1900-01-01,2021,10,26,,,,,,,Varon,37, Entre 21- 40,,,,,,,,,,,,
LC-2021-0542728,1900-01-01,2021,10,31,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2021-0542728,1900-01-01,2021,10,31,,,,,,,Mujer,68,Entre 61-80,,,,,,,,,,,,
LC-2021-0568267,1900-01-01,2021,11,13,,,,,,,Mujer,50,Entre 41-60,,,,,,,,,,,,
LC-2021-0578378,1900-01-01,2021,11,18,,,,,,,Mujer,43,Entre 41-60,,,,,,,,,,,,
LC-2021-0605578,1900-01-01,2021,12,5,,,,,,,Mujer,42,Entre 41-60,,,,,,,,,,,,
LC-2021-0605578,1900-01-01,2021,12,5,,,,,,,Mujer,45,Entre 41-60,,,,,,,,,,,,
LC-2021-0605578,1900-01-01,2021,12,5,,,,,,,Varon,40,Entre 41-60,,,,,,,,,,,,
LC-2021-0613911,1900-01-01,2021,12,9,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2021-0615880,1900-01-01,2021,12,10,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2021-0615880,1900-01-01,2021,12,10,,,,,,,Mujer,23, Entre 21- 40,,,,,,,,,,,,
LC-2021-0615880,1900-01-01,2021,12,10,,,,,,,Varon,22, Entre 21- 40,,,,,,,,,,,,
LC-2021-0615880,1900-01-01,2021,12,10,,,,,,,Varon,3,Menos de 20,,,,,,,,,,,,
LC-2021-0615880,1900-01-01,2021,12,10,,,,,,,Mujer,2,Menos de 20,,,,,,,,,,,,
LC-2021-0621485,1900-01-01,2021,12,11,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2021-0627872,1900-01-01,2021,12,17,,,,,,,Varon,56,Entre 41-60,,,,,,,,,,,,
LC-2021-0630026,1900-01-01,2021,12,17,,,,,,,Mujer,22, Entre 21- 40,,,,,,,,,,,,
LC-2021-0631039,1900-01-01,2021,12,19,,,,,,,Mujer,19,Menos de 20,,,,,,,,,,,,
LC-2021-0647096,1900-01-01,2021,12,28,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0651626,1900-01-01,2021,12,30,,,,,,,Varon,44,Entre 41-60,,,,,,,,,,,,
LC-2021-0018485,1900-01-01,2021,1,9,,,,,,,Mujer,58,Entre 41-60,,,,,,,,,,,,
LC-2021-0020163,1900-01-01,2021,1,14,,,,,,,Varon,32, Entre 21- 40,,,,,,,,,,,,
LC-2021-0030960,1900-01-01,2021,1,21,,,,,,,Mujer,41,Entre 41-60,,,,,,,,,,,,
LC-2021-0040352,1900-01-01,2021,1,27,,,,,,,Varon,33, Entre 21- 40,,,,,,,,,,,,
LC-2021-0040471,1900-01-01,2021,1,24,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2021-0043400,1900-01-01,2021,1,29,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2021-0064119,1900-01-01,2021,2,12,,,,,,,Varon,48,Entre 41-60,,,,,,,,,,,,
LC-2021-0087450,1900-01-01,2021,2,26,,,,,,,Varon,42,Entre 41-60,,,,,,,,,,,,
LC-2021-0087484,1900-01-01,2021,2,26,,,,,,,Mujer,52,Entre 41-60,,,,,,,,,,,,
LC-2021-0106910,1900-01-01,2021,3,9,,,,,,,Mujer,42,Entre 41-60,,,,,,,,,,,,
LC-2021-0107065,1900-01-01,2021,3,8,,,,,,,Mujer,54,Entre 41-60,,,,,,,,,,,,
LC-2021-0107235,1900-01-01,2021,3,9,,,,,,,Varon,41,Entre 41-60,,,,,,,,,,,,
LC-2021-0123429,1900-01-01,2021,3,16,,,,,,,Varon,35, Entre 21- 40,,,,,,,,,,,,
LC-2021-0124824,1900-01-01,2021,3,18,,,,,,,Mujer,25, Entre 21- 40,,,,,,,,,,,,
LC-2021-0124824,1900-01-01,2021,3,18,,,,,,,Varon,54,Entre 41-60,,,,,,,,,,,,
LC-2021-0127973,1900-01-01,2021,3,20,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2021-0128096,1900-01-01,2021,3,20,,,,,,,Varon,47,Entre 41-60,,,,,,,,,,,,
LC-2021-0128096,1900-01-01,2021,3,20,,,,,,,Varon,61,Entre 61-80,,,,,,,,,,,,
LC-2021-0131239,1900-01-01,2021,3,22,,,,,,,Varon,33, Entre 21- 40,,,,,,,,,,,,
LC-2021-0135048,1900-01-01,2021,3,25,,,,,,,Varon,23, Entre 21- 40,,,,,,,,,,,,
LC-2021-0135954,1900-01-01,2021,3,24,,,,,,,Varon,32, Entre 21- 40,,,,,,,,,,,,
LC-2021-0137640,1900-01-01,2021,3,26,,,,,,,Varon,46,Entre 41-60,,,,,,,,,,,,
LC-2021-0137640,1900-01-01,2021,3,26,,,,,,,Varon,57,Entre 41-60,,,,,,,,,,,,
LC-2021-0137640,1900-01-01,2021,3,26,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2021-0137640,1900-01-01,2021,3,26,,,,,,,Mujer,18,Menos de 20,,,,,,,,,,,,
LC-2021-0137640,1900-01-01,2021,3,26,,,,,,,Mujer,23, Entre 21- 40,,,,,,,,,,,,
LC-2021-0137640,1900-01-01,2021,3,26,,,,,,,Mujer,31, Entre 21- 40,,,,,,,,,,,,
LC-2021-0137640,1900-01-01,2021,3,26,,,,,,,Mujer,49,Entre 41-60,,,,,,,,,,,,
LC-2021-0137640,1900-01-01,2021,3,26,,,,,,,Varon,25, Entre 21- 40,,,,,,,,,,,,
LC-2021-0137640,1900-01-01,2021,3,26,,,,,,,Mujer,21, Entre 21- 40,,,,,,,,,,,,
LC-2021-0137640,1900-01-01,2021,3,26,,,,,,,Varon,60,Entre 61-80,,,,,,,,,,,,
LC-2021-0143404,1900-01-01,2021,3,26,,,,,,,Mujer,38, Entre 21- 40,,,,,,,,,,,,
LC-2021-0143404,1900-01-01,2021,3,26,,,,,,,Mujer,37, Entre 21- 40,,,,,,,,,,,,
LC-2021-0165128,1900-01-01,2021,4,6,,,,,,,Varon,41,Entre 41-60,,,,,,,,,,,,
